source	srcwords	target	targwords	nlinks	links_per_word
12-1:06	4275	12-1:24	6899	36979	3.30937891533918
12-1:06	4275	12-1:22	4350	26574	3.0810434782608698
12-1:06	4275	12-1:10	4786	26209	2.8925063458779383
12-1:06	4275	12-1:03	3701	22872	2.867602808425276
12-1:06	4275	12-1:17	6181	28284	2.7050497322111706
12-1:06	4275	12-1:07	3883	21971	2.693184604069625
12-1:06	4275	12-1:01	5183	25289	2.6738211038274478
12-1:06	4275	12-1:11	6884	28649	2.567344744152702
12-1:06	4275	12-2:15	4811	22588	2.486022452124147
12-1:06	4275	12-1:09	5820	24678	2.4445765230312038
12-1:06	4275	12-1:18	5047	22774	2.4430379746835444
12-1:06	4275	12-1:04	4363	20872	2.4163000694605232
12-1:06	4275	12-1:08	4584	21111	2.3830003386386727
12-1:06	4275	12-1:13	6733	26184	2.3786337209302326
12-1:06	4275	12-1:20	4112	19686	2.3472040062000716
12-1:06	4275	12-1:16	7002	26285	2.3308504034761017
12-1:06	4275	12-1:15	6096	24160	2.3295728473628388
12-1:06	4275	12-1:23	7356	26882	2.3112372109019
12-1:06	4275	12-2:04	7326	26302	2.267218343246272
12-1:06	4275	12-1:21	5107	20891	2.2267107226604135
12-1:06	4275	12-2:18	3754	17483	2.1774816290945322
12-1:06	4275	12-2:17	5319	20881	2.176464456952262
12-1:06	4275	12-1:02	6853	23485	2.1104421279654924
12-1:06	4275	12-2:21	3744	16802	2.0952737249033544
12-1:06	4275	12-2:19	5230	19641	2.06638611257233
12-1:06	4275	12-2:01	3780	16439	2.0408441961514585
12-1:06	4275	12-1:14	4275	17416	2.0369590643274855
12-1:06	4275	12-2:14	4623	17721	1.9915711395819284
12-1:06	4275	12-2:24	4681	17457	1.9491960696739616
12-1:06	4275	12-2:02	3799	15547	1.9255635372801585
12-1:06	4275	12-2:22	4284	16172	1.8894730692837949
12-1:06	4275	12-1:19	3479	14253	1.8381480526180036
12-1:06	4275	12-2:10	4983	16980	1.8340894361633182
12-1:06	4275	12-1:12	3777	14575	1.8101092896174864
12-1:06	4275	12-2:03	4274	15168	1.7742426014738566
12-1:06	4275	12-2:16	4187	14962	1.7681399196407468
12-1:06	4275	12-2:07	2910	12497	1.7393180236604036
12-1:06	4275	12-2:08	5024	15971	1.7174965050005377
12-1:06	4275	12-2:13	3794	13828	1.71371917214029
12-1:06	4275	12-2:11	5444	16379	1.6852556847412286
12-1:06	4275	12-2:05	4297	14223	1.659239384041064
12-1:06	4275	12-2:06	2890	11498	1.6047452896022332
12-1:06	4275	12-2:23	3231	11931	1.5895283772981614
12-1:06	4275	12-2:12	3865	12832	1.5764127764127764
12-1:06	4275	12-2:20	3390	11854	1.5465101108936725
12-1:06	4275	12-2:09	4825	12469	1.3702197802197802
12-2:06	2890	12-2:07	2910	16871	2.908793103448276
12-2:06	2890	12-2:13	3794	16751	2.506134051466188
12-2:06	2890	12-2:08	5024	19132	2.4174879959565327
12-2:06	2890	12-1:24	6899	23343	2.3846153846153846
12-2:06	2890	12-2:05	4297	16790	2.336162515653263
12-2:06	2890	12-2:15	4811	17792	2.310349305285028
12-2:06	2890	12-2:18	3754	14927	2.2466887417218544
12-2:06	2890	12-2:16	4187	15698	2.2181715416136782
12-2:06	2890	12-2:04	7326	22549	2.207223962411903
12-2:06	2890	12-2:23	3231	12964	2.117954582584545
12-2:06	2890	12-2:01	3780	14039	2.1047976011994005
12-2:06	2890	12-2:17	5319	17037	2.0754050432452185
12-2:06	2890	12-2:19	5230	16820	2.0714285714285716
12-2:06	2890	12-2:03	4274	14167	1.9775265214963706
12-2:06	2890	12-2:21	3744	13079	1.971510400964727
12-2:06	2890	12-2:24	4681	14872	1.9643376040153215
12-2:06	2890	12-2:10	4983	15343	1.948812396799187
12-2:06	2890	12-1:10	4786	14842	1.933559145388223
12-2:06	2890	12-2:02	3799	11900	1.779040215278816
12-2:06	2890	12-2:22	4284	12732	1.774742124337887
12-2:06	2890	12-1:23	7356	17498	1.7077884052313097
12-2:06	2890	12-1:05	7356	17313	1.6897325785672457
12-2:06	2890	12-1:09	5820	14662	1.6833524684270953
12-2:06	2890	12-1:06	4275	11453	1.5984647592463364
12-2:06	2890	12-1:01	5183	12748	1.5790907964821008
12-2:06	2890	12-2:20	3390	9798	1.5601910828025478
12-2:06	2890	12-1:22	4350	11111	1.5346685082872928
12-2:06	2890	12-1:14	4275	10830	1.5115143056524774
12-2:06	2890	12-1:02	6853	14566	1.4950220671251155
12-2:06	2890	12-1:03	3701	9799	1.4867243210438477
12-2:06	2890	12-2:14	4623	10677	1.4211366963929188
12-2:06	2890	12-1:07	3883	9421	1.3909641222501108
12-2:06	2890	12-1:21	5107	11107	1.3888958359384769
12-2:06	2890	12-1:18	5047	10975	1.3827642686153458
12-2:06	2890	12-2:11	5444	11368	1.3640508759299257
12-2:06	2890	12-1:15	6096	12128	1.3496550189183174
12-2:06	2890	12-2:12	3865	9113	1.3490747594374537
12-2:06	2890	12-1:19	3479	8406	1.3198304286387188
12-2:06	2890	12-2:09	4825	9650	1.2508101101749838
12-2:06	2890	12-1:17	6181	11125	1.2264358946091942
12-2:06	2890	12-1:08	4584	8679	1.1612255820176611
12-2:06	2890	12-1:20	4112	7919	1.1309625821193945
12-2:06	2890	12-1:11	6884	10605	1.0850214855739717
12-2:06	2890	12-1:04	4363	7644	1.0539087274231353
12-2:06	2890	12-1:13	6733	9822	1.0206796217395822
12-2:06	2890	12-1:16	7002	9029	0.9127577840679337
12-2:06	2890	12-1:12	3777	5793	0.8689065546722664
12-1:07	3883	12-1:03	3701	30221	3.9848364978902953
12-1:07	3883	12-1:02	6853	37658	3.5076378539493294
12-1:07	3883	12-1:05	7356	38191	3.3980781208292554
12-1:07	3883	12-1:09	5820	32358	3.334844893331959
12-1:07	3883	12-1:01	5183	28795	3.1761526582836974
12-1:07	3883	12-1:17	6181	31838	3.1635532591414943
12-1:07	3883	12-1:13	6733	32893	3.0984363225320273
12-1:07	3883	12-1:08	4584	26088	3.0811385378528406
12-1:07	3883	12-1:10	4786	25834	2.9800438343522897
12-1:07	3883	12-1:11	6884	30818	2.862264326181852
12-1:07	3883	12-1:23	7356	31767	2.8264970193077676
12-1:07	3883	12-1:15	6096	28023	2.8081972141497142
12-1:07	3883	12-1:04	4363	23098	2.801115692456949
12-1:07	3883	12-1:22	4350	22661	2.7524596137495445
12-1:07	3883	12-1:06	4275	22111	2.7103456729590585
12-1:07	3883	12-1:14	4275	21724	2.662907575386124
12-1:07	3883	12-1:16	7002	28611	2.6284795590261827
12-1:07	3883	12-2:20	3390	19027	2.6161143957101607
12-1:07	3883	12-1:18	5047	22912	2.565733482642777
12-1:07	3883	12-2:24	4681	21888	2.5558150397010744
12-1:07	3883	12-1:24	6899	27354	2.5370061213132997
12-1:07	3883	12-1:12	3777	19273	2.5160574412532637
12-1:07	3883	12-2:18	3754	19046	2.4939112216839074
12-1:07	3883	12-2:03	4274	20149	2.4701483388500676
12-1:07	3883	12-2:17	5319	22340	2.427733101499674
12-1:07	3883	12-1:19	3479	17248	2.3428416191252377
12-1:07	3883	12-1:20	4112	18683	2.3368355222013757
12-1:07	3883	12-2:04	7326	25918	2.3122490855562496
12-1:07	3883	12-2:15	4811	19520	2.24522659305268
12-1:07	3883	12-2:22	4284	17842	2.1846455246724625
12-1:07	3883	12-2:21	3744	16570	2.1725449062540974
12-1:07	3883	12-2:13	3794	16184	2.108115149146802
12-1:07	3883	12-2:02	3799	15764	2.0520697734964854
12-1:07	3883	12-2:16	4187	16050	1.9888475836431228
12-1:07	3883	12-2:23	3231	13724	1.9291537812763564
12-1:07	3883	12-2:08	5024	16788	1.8848097002357695
12-1:07	3883	12-2:19	5230	17053	1.8712827828377043
12-1:07	3883	12-1:21	5107	16286	1.8115684093437152
12-1:07	3883	12-2:01	3780	13576	1.771629909956936
12-1:07	3883	12-2:14	4623	14852	1.7460616035739478
12-1:07	3883	12-2:07	2910	10747	1.582069777712351
12-1:07	3883	12-2:11	5444	14322	1.535541974911547
12-1:07	3883	12-2:05	4297	11663	1.4257946210268948
12-1:07	3883	12-2:12	3865	10717	1.3831956633970057
12-1:07	3883	12-2:06	2890	9320	1.376051971061568
12-1:07	3883	12-2:10	4983	11355	1.2807353936386194
12-1:07	3883	12-2:09	4825	9730	1.117363344051447
12-2:07	2910	12-2:13	3794	22666	3.3809665871121717
12-2:07	2910	12-2:05	4297	23259	3.2272790342722355
12-2:07	2910	12-2:08	5024	25118	3.1658684144189566
12-2:07	2910	12-2:17	5319	24542	2.9823793899623285
12-2:07	2910	12-2:16	4187	20961	2.9535014794983794
12-2:07	2910	12-2:06	2890	16838	2.903103448275862
12-2:07	2910	12-2:19	5230	23516	2.888943488943489
12-2:07	2910	12-2:24	4681	21036	2.7711763930970887
12-2:07	2910	12-2:10	4983	20371	2.5808944634486255
12-2:07	2910	12-2:18	3754	17166	2.5759303721488593
12-2:07	2910	12-2:04	7326	25913	2.531555295037124
12-2:07	2910	12-2:03	4274	18077	2.5162861915367483
12-2:07	2910	12-2:15	4811	18816	2.4369900271985494
12-2:07	2910	12-2:23	3231	14576	2.37355479563589
12-2:07	2910	12-2:14	4623	17293	2.295632550112837
12-2:07	2910	12-2:20	3390	14039	2.2284126984126984
12-2:07	2910	12-2:22	4284	16012	2.2257436752849595
12-2:07	2910	12-1:24	6899	21679	2.210113161382404
12-2:07	2910	12-2:01	3780	14484	2.1650224215246636
12-2:07	2910	12-1:09	5820	18227	2.0878579610538375
12-2:07	2910	12-1:10	4786	16009	2.0801715176715176
12-2:07	2910	12-2:21	3744	13790	2.0724376314998496
12-2:07	2910	12-1:01	5183	15953	1.9712096873841591
12-2:07	2910	12-2:02	3799	13198	1.9672082277537637
12-2:07	2910	12-2:11	5444	15035	1.7997366531003112
12-2:07	2910	12-1:06	4275	12657	1.7615866388308976
12-2:07	2910	12-1:05	7356	17626	1.7169296707578414
12-2:07	2910	12-1:19	3479	10946	1.7132571607450304
12-2:07	2910	12-2:09	4825	13082	1.691273432449903
12-2:07	2910	12-2:12	3865	11015	1.625830258302583
12-2:07	2910	12-1:07	3883	10925	1.6082732224348595
12-2:07	2910	12-1:14	4275	11442	1.5924843423799582
12-2:07	2910	12-1:23	7356	15961	1.5547438145334112
12-2:07	2910	12-1:04	4363	10832	1.4893441495943902
12-2:07	2910	12-1:22	4350	10784	1.4853994490358127
12-2:07	2910	12-1:08	4584	11116	1.4833199893247933
12-2:07	2910	12-1:18	5047	11606	1.4585899208244313
12-2:07	2910	12-1:21	5107	11518	1.4366970188349757
12-2:07	2910	12-1:03	3701	8997	1.360913628800484
12-2:07	2910	12-1:20	4112	9350	1.3315294787809742
12-2:07	2910	12-1:02	6853	12498	1.2801393014442282
12-2:07	2910	12-1:13	6733	11332	1.1751529606968785
12-2:07	2910	12-1:11	6884	11097	1.1330406371247703
12-2:07	2910	12-1:16	7002	10529	1.0622477804681194
12-2:07	2910	12-1:15	6096	9147	1.0156562291805462
12-2:07	2910	12-1:17	6181	9031	0.99340006599934
12-2:07	2910	12-1:12	3777	3926	0.5871093165844176
12-1:08	4584	12-1:05	7356	56232	4.709547738693467
12-1:08	4584	12-1:15	6096	40107	3.7553370786516855
12-1:08	4584	12-1:11	6884	42552	3.7104987792117194
12-1:08	4584	12-1:10	4786	33308	3.5547491995731058
12-1:08	4584	12-1:01	5183	32699	3.3479062148049556
12-1:08	4584	12-1:13	6733	36492	3.224529468940532
12-1:08	4584	12-1:04	4363	28447	3.17950150888566
12-1:08	4584	12-1:07	3883	26385	3.1162158970119287
12-1:08	4584	12-1:23	7356	35475	2.971105527638191
12-1:08	4584	12-1:17	6181	31769	2.951137947050627
12-1:08	4584	12-1:24	6899	33689	2.933815205085779
12-1:08	4584	12-1:16	7002	32430	2.799067840497152
12-1:08	4584	12-1:14	4275	24628	2.77999774240885
12-1:08	4584	12-1:22	4350	24545	2.7473695992836356
12-1:08	4584	12-1:18	5047	25762	2.6749039559754957
12-1:08	4584	12-1:09	5820	25937	2.4929834678969627
12-1:08	4584	12-1:06	4275	21288	2.4029800203183203
12-1:08	4584	12-1:02	6853	27402	2.3959080178368453
12-1:08	4584	12-1:12	3777	19947	2.3857194115536418
12-1:08	4584	12-1:21	5107	22848	2.3576514291610775
12-1:08	4584	12-1:20	4112	20294	2.3337166513339467
12-1:08	4584	12-1:19	3479	18447	2.2878581173260573
12-1:08	4584	12-1:03	3701	18547	2.2386240193120095
12-1:08	4584	12-2:04	7326	26605	2.233837111670865
12-1:08	4584	12-2:24	4681	18864	2.0360496492174853
12-1:08	4584	12-2:13	3794	16142	1.926712819288613
12-1:08	4584	12-2:03	4274	16829	1.8998645292391059
12-1:08	4584	12-2:17	5319	18139	1.8316671715641726
12-1:08	4584	12-2:22	4284	16129	1.818786648624267
12-1:08	4584	12-2:15	4811	16761	1.7840340606705694
12-1:08	4584	12-2:16	4187	14701	1.6760916657165659
12-1:08	4584	12-2:20	3390	13159	1.6502382743917732
12-1:08	4584	12-2:10	4983	15653	1.6361450820528902
12-1:08	4584	12-2:11	5444	16361	1.6315317112086158
12-1:08	4584	12-2:05	4297	14407	1.622227226663664
12-1:08	4584	12-2:12	3865	13677	1.618771452242869
12-1:08	4584	12-2:14	4623	14782	1.605517541001412
12-1:08	4584	12-2:23	3231	12182	1.5587971849008317
12-1:08	4584	12-2:18	3754	12894	1.546414008155433
12-1:08	4584	12-2:01	3780	12657	1.5132711621233859
12-1:08	4584	12-2:07	2910	11167	1.4901254336802776
12-1:08	4584	12-2:19	5230	14620	1.4897085795801916
12-1:08	4584	12-2:21	3744	12268	1.473102785782901
12-1:08	4584	12-2:02	3799	12030	1.4350471191697483
12-1:08	4584	12-2:08	5024	13607	1.4162156536219817
12-1:08	4584	12-2:09	4825	13226	1.4056754171537889
12-1:08	4584	12-2:06	2890	8650	1.1573454642761574
12-2:08	5024	12-2:13	3794	33752	3.8276253118621004
12-2:08	5024	12-2:17	5319	39176	3.7876824905733346
12-2:08	5024	12-2:04	7326	43001	3.4818623481781374
12-2:08	5024	12-2:19	5230	33554	3.272283986736883
12-2:08	5024	12-1:24	6899	38943	3.266208169084962
12-2:08	5024	12-2:24	4681	31191	3.2139103554868624
12-2:08	5024	12-2:07	2910	25427	3.204814721451979
12-2:08	5024	12-2:16	4187	29120	3.1614374117902506
12-2:08	5024	12-2:22	4284	29064	3.1224752900730555
12-2:08	5024	12-2:15	4811	29739	3.0237925775292323
12-2:08	5024	12-2:18	3754	25884	2.9487354750512647
12-2:08	5024	12-1:01	5183	30011	2.940237092191633
12-2:08	5024	12-1:10	4786	27951	2.8492354740061163
12-2:08	5024	12-2:01	3780	23575	2.677760109041345
12-2:08	5024	12-2:23	3231	21779	2.6382798304058146
12-2:08	5024	12-2:14	4623	25441	2.637192909712864
12-2:08	5024	12-1:14	4275	24386	2.6224325196257663
12-2:08	5024	12-1:09	5820	28279	2.6078015492438213
12-2:08	5024	12-2:11	5444	26915	2.5711692777990063
12-2:08	5024	12-2:10	4983	24738	2.47206955131408
12-2:08	5024	12-2:06	2890	19397	2.4509729593126104
12-2:08	5024	12-2:02	3799	21212	2.404170916921682
12-2:08	5024	12-1:18	5047	23909	2.3740442855724355
12-2:08	5024	12-1:23	7356	29357	2.3713247172859453
12-2:08	5024	12-2:20	3390	19934	2.369146660328025
12-2:08	5024	12-2:21	3744	20208	2.3047445255474455
12-2:08	5024	12-2:05	4297	21259	2.2807638665379253
12-2:08	5024	12-2:03	4274	21133	2.2728543772854377
12-2:08	5024	12-1:15	6096	24551	2.207823741007194
12-2:08	5024	12-1:02	6853	25977	2.187168476888103
12-2:08	5024	12-1:19	3479	18124	2.1314830059978833
12-2:08	5024	12-1:05	7356	25296	2.04329563812601
12-2:08	5024	12-1:04	4363	19010	2.0251411526579313
12-2:08	5024	12-2:12	3865	17174	1.9320508493643829
12-2:08	5024	12-1:07	3883	17160	1.9265746042438532
12-2:08	5024	12-1:03	3701	16555	1.8974212034383955
12-2:08	5024	12-1:13	6733	22117	1.8811771710470357
12-2:08	5024	12-2:09	4825	17587	1.785663519138999
12-2:08	5024	12-1:11	6884	21169	1.777712462210279
12-2:08	5024	12-1:21	5107	17663	1.7434606652847695
12-2:08	5024	12-1:06	4275	16069	1.7280352726099582
12-2:08	5024	12-1:20	4112	15636	1.7114711033274956
12-2:08	5024	12-1:22	4350	15966	1.7032216769788777
12-2:08	5024	12-1:17	6181	18897	1.686479250334672
12-2:08	5024	12-1:16	7002	19541	1.6248960585398304
12-2:08	5024	12-1:08	4584	13612	1.416736053288926
12-2:08	5024	12-1:12	3777	12041	1.3681399840927166
12-1:09	5820	12-1:01	5183	49793	4.525402163046442
12-1:09	5820	12-1:02	6853	52328	4.129093348062811
12-1:09	5820	12-1:24	6899	52125	4.098199543989307
12-1:09	5820	12-1:19	3479	32694	3.5158619206366275
12-1:09	5820	12-1:10	4786	36873	3.476617009240053
12-1:09	5820	12-1:23	7356	44900	3.4077109896782027
12-1:09	5820	12-1:07	3883	32297	3.328558177883129
12-1:09	5820	12-2:04	7326	43558	3.3134033165982046
12-1:09	5820	12-1:11	6884	38409	3.0233784634760705
12-1:09	5820	12-2:24	4681	31456	2.9955242357870677
12-1:09	5820	12-1:18	5047	32164	2.9597865096162694
12-1:09	5820	12-2:16	4187	29588	2.9567302887978415
12-1:09	5820	12-2:17	5319	32647	2.9308735074961847
12-1:09	5820	12-2:15	4811	30053	2.826921267989841
12-1:09	5820	12-1:14	4275	27664	2.7403665180782566
12-1:09	5820	12-1:22	4350	27854	2.7388397246804326
12-1:09	5820	12-2:19	5230	29551	2.6742986425339366
12-1:09	5820	12-2:13	3794	25222	2.6234657790721863
12-1:09	5820	12-1:13	6733	32828	2.6151517565522187
12-1:09	5820	12-2:03	4274	26395	2.614919754309491
12-1:09	5820	12-2:08	5024	28218	2.602176318701586
12-1:09	5820	12-1:15	6096	30848	2.588788183954347
12-1:09	5820	12-2:11	5444	29134	2.5864701704545454
12-1:09	5820	12-2:18	3754	24550	2.5642364737831627
12-1:09	5820	12-1:05	7356	33569	2.5477383120825743
12-1:09	5820	12-2:20	3390	23275	2.5271444082519
12-1:09	5820	12-1:06	4275	24822	2.458841010401189
12-1:09	5820	12-1:08	4584	25564	2.457131872356786
12-1:09	5820	12-2:14	4623	25631	2.454371349229149
12-1:09	5820	12-1:04	4363	24731	2.428655602474713
12-1:09	5820	12-1:03	3701	21954	2.305850225816616
12-1:09	5820	12-1:16	7002	28928	2.2561222898143813
12-1:09	5820	12-2:23	3231	20248	2.237100872831731
12-1:09	5820	12-2:22	4284	22585	2.2352533650039588
12-1:09	5820	12-1:17	6181	26784	2.2318140154987085
12-1:09	5820	12-2:02	3799	21232	2.20729805593097
12-1:09	5820	12-2:01	3780	21136	2.2016666666666667
12-1:09	5820	12-2:10	4983	23752	2.198648523558271
12-1:09	5820	12-2:09	4825	22567	2.119962423673086
12-1:09	5820	12-2:12	3865	20168	2.082395456892101
12-1:09	5820	12-2:07	2910	18011	2.0631156930126004
12-1:09	5820	12-2:21	3744	19343	2.022480133835215
12-1:09	5820	12-1:21	5107	21814	1.9963393429120526
12-1:09	5820	12-1:20	4112	19756	1.9891260571888845
12-1:09	5820	12-2:05	4297	20076	1.9843827221508352
12-1:09	5820	12-2:06	2890	14567	1.6724454649827785
12-1:09	5820	12-1:12	3777	15637	1.629363342711264
12-2:09	4825	12-2:10	4983	45948	4.684747145187602
12-2:09	4825	12-2:12	3865	39629	4.56029919447641
12-2:09	4825	12-2:04	7326	42787	3.52127396922064
12-2:09	4825	12-2:11	5444	33978	3.3087934560327197
12-2:09	4825	12-2:05	4297	26380	2.891909668932252
12-2:09	4825	12-2:15	4811	23799	2.4698007471980077
12-2:09	4825	12-1:01	5183	23038	2.301958433253397
12-2:09	4825	12-2:13	3794	19774	2.2942336697992807
12-2:09	4825	12-2:14	4623	21587	2.284822184589331
12-2:09	4825	12-2:19	5230	22206	2.208453505718548
12-2:09	4825	12-2:17	5319	21901	2.1590102523659307
12-2:09	4825	12-1:09	5820	22925	2.1535932362611554
12-2:09	4825	12-1:24	6899	23707	2.0220914363698395
12-2:09	4825	12-2:03	4274	17431	1.9157050225299483
12-2:09	4825	12-2:16	4187	17108	1.898357745228584
12-2:09	4825	12-1:23	7356	22861	1.8767753058041212
12-2:09	4825	12-1:11	6884	21376	1.8256042360577334
12-2:09	4825	12-2:24	4681	17238	1.8133810225120977
12-2:09	4825	12-2:08	5024	17530	1.7798761295563001
12-2:09	4825	12-2:02	3799	14931	1.7313311688311688
12-2:09	4825	12-1:10	4786	16629	1.7302049734679013
12-2:09	4825	12-2:07	2910	13243	1.712087912087912
12-2:09	4825	12-2:23	3231	13211	1.6398957298907646
12-2:09	4825	12-2:22	4284	14775	1.6220221758700186
12-2:09	4825	12-1:17	6181	17450	1.5854988188260948
12-2:09	4825	12-1:05	7356	18620	1.528610130531155
12-2:09	4825	12-2:20	3390	12517	1.5236762020693853
12-2:09	4825	12-1:22	4350	13947	1.520108991825613
12-2:09	4825	12-1:13	6733	17437	1.5086520159197092
12-2:09	4825	12-1:14	4275	13512	1.4848351648351648
12-2:09	4825	12-1:02	6853	17063	1.4611234800479533
12-2:09	4825	12-1:03	3701	12450	1.4602392681210414
12-2:09	4825	12-2:21	3744	12338	1.4398412883650367
12-2:09	4825	12-2:01	3780	12374	1.4380011621150495
12-2:09	4825	12-1:16	7002	16876	1.4269045404582734
12-2:09	4825	12-1:08	4584	13407	1.4249123179934107
12-2:09	4825	12-2:18	3754	12208	1.4230096747872711
12-2:09	4825	12-1:19	3479	11796	1.420520231213873
12-2:09	4825	12-1:15	6096	15477	1.4171779141104295
12-2:09	4825	12-1:06	4275	12614	1.386153846153846
12-2:09	4825	12-1:21	5107	13767	1.3861256544502618
12-2:09	4825	12-1:20	4112	12361	1.383126328745664
12-2:09	4825	12-1:18	5047	12885	1.3052066450567261
12-2:09	4825	12-1:04	4363	11754	1.279277318241184
12-2:09	4825	12-2:06	2890	9470	1.2274789371354504
12-2:09	4825	12-1:12	3777	10149	1.1798418972332017
12-2:09	4825	12-1:07	3883	10110	1.1610013780431787
12-1:10	4786	12-1:05	7356	52102	4.29105583923571
12-1:10	4786	12-1:24	6899	48457	4.146940522036799
12-1:10	4786	12-1:11	6884	46928	4.021251071122537
12-1:10	4786	12-2:03	4274	31977	3.529470198675497
12-1:10	4786	12-1:01	5183	35066	3.5175042632159697
12-1:10	4786	12-1:08	4584	31955	3.410352187833511
12-1:10	4786	12-1:09	5820	35799	3.375353573448991
12-1:10	4786	12-1:14	4275	30471	3.362873854982894
12-1:10	4786	12-1:02	6853	38678	3.3231377266088153
12-1:10	4786	12-2:15	4811	30981	3.228196311347296
12-1:10	4786	12-2:04	7326	39032	3.222589167767503
12-1:10	4786	12-2:22	4284	28896	3.1858875413450938
12-1:10	4786	12-1:23	7356	38513	3.1718827211332563
12-1:10	4786	12-1:04	4363	27832	3.0420811017597553
12-1:10	4786	12-2:13	3794	26015	3.032051282051282
12-1:10	4786	12-1:17	6181	32970	3.006291602078964
12-1:10	4786	12-2:19	5230	29999	2.9951078274760383
12-1:10	4786	12-1:15	6096	32471	2.9839183973534276
12-1:10	4786	12-2:17	5319	29966	2.9654626422563086
12-1:10	4786	12-2:24	4681	27417	2.896059997887398
12-1:10	4786	12-1:13	6733	32413	2.8138727320079866
12-1:10	4786	12-1:07	3883	24125	2.7829046026069904
12-1:10	4786	12-1:06	4275	25108	2.770996578744068
12-1:10	4786	12-2:16	4187	24512	2.731750807979494
12-1:10	4786	12-2:08	5024	26402	2.691335372069317
12-1:10	4786	12-2:23	3231	20986	2.61768741424473
12-1:10	4786	12-2:11	5444	26194	2.5605083088954057
12-1:10	4786	12-1:03	3701	21451	2.5275126664310124
12-1:10	4786	12-1:19	3479	20859	2.523774954627949
12-1:10	4786	12-2:18	3754	21422	2.508430913348946
12-1:10	4786	12-2:20	3390	20225	2.4737035225048922
12-1:10	4786	12-1:18	5047	24030	2.4438116546323605
12-1:10	4786	12-2:14	4623	22827	2.426081411414603
12-1:10	4786	12-1:16	7002	28491	2.416949440108585
12-1:10	4786	12-1:20	4112	21400	2.405034839289728
12-1:10	4786	12-2:01	3780	20569	2.401237450385244
12-1:10	4786	12-1:22	4350	21088	2.308231173380035
12-1:10	4786	12-2:10	4983	22424	2.2954243013614497
12-1:10	4786	12-1:21	5107	22069	2.230769230769231
12-1:10	4786	12-2:21	3744	16979	1.990504103165299
12-1:10	4786	12-2:07	2910	15293	1.9871361746361746
12-1:10	4786	12-2:12	3865	17139	1.9811582476014333
12-1:10	4786	12-2:02	3799	16868	1.9648223645894
12-1:10	4786	12-2:06	2890	14167	1.8456227201667534
12-1:10	4786	12-1:12	3777	15797	1.8447973840943594
12-1:10	4786	12-2:05	4297	15971	1.758339755587361
12-1:10	4786	12-2:09	4825	15456	1.6081573197378005
12-2:10	4983	12-2:11	5444	59023	5.660592692049487
12-2:10	4983	12-2:12	3865	44439	5.02249095840868
12-2:10	4983	12-2:04	7326	59901	4.866439190835973
12-2:10	4983	12-2:09	4825	45492	4.638254486133769
12-2:10	4983	12-2:15	4811	34118	3.4835613641004697
12-2:10	4983	12-1:24	6899	39336	3.310553778825114
12-2:10	4983	12-2:05	4297	30270	3.261853448275862
12-2:10	4983	12-2:14	4623	29607	3.0821361648969394
12-2:10	4983	12-2:17	5319	31069	3.0158221704523394
12-2:10	4983	12-1:01	5183	28079	2.7620499704898682
12-2:10	4983	12-2:19	5230	28169	2.7581513756976404
12-2:10	4983	12-2:02	3799	24115	2.7459576406285584
12-2:10	4983	12-2:16	4187	25091	2.736205016357688
12-2:10	4983	12-2:13	3794	23719	2.7024040104819416
12-2:10	4983	12-2:24	4681	25158	2.603269867549669
12-2:10	4983	12-2:07	2910	19582	2.480932471810465
12-2:10	4983	12-1:23	7356	29793	2.414539265742767
12-2:10	4983	12-1:10	4786	23521	2.407718292558092
12-2:10	4983	12-2:18	3754	20985	2.401854183358132
12-2:10	4983	12-2:08	5024	23931	2.3914260017987408
12-2:10	4983	12-2:22	4284	21659	2.3372180856803713
12-2:10	4983	12-2:03	4274	21056	2.274603003132764
12-2:10	4983	12-2:01	3780	19915	2.272623530754308
12-2:10	4983	12-1:18	5047	22357	2.2290129611166503
12-2:10	4983	12-1:09	5820	23309	2.157641395908544
12-2:10	4983	12-2:23	3231	17708	2.1558315071828584
12-2:10	4983	12-1:19	3479	17905	2.1159300401796264
12-2:10	4983	12-1:02	6853	25006	2.112706995606624
12-2:10	4983	12-1:11	6884	25040	2.1100530883963935
12-2:10	4983	12-1:05	7356	25687	2.0817732393224735
12-2:10	4983	12-1:14	4275	19080	2.060920285158782
12-2:10	4983	12-2:20	3390	16882	2.0162426848202557
12-2:10	4983	12-1:15	6096	22119	1.9964798266991606
12-2:10	4983	12-1:04	4363	18637	1.9941151294671517
12-2:10	4983	12-1:03	3701	17109	1.970175034546292
12-2:10	4983	12-1:22	4350	18384	1.9697846351655417
12-2:10	4983	12-1:21	5107	19697	1.9521308225966303
12-2:10	4983	12-2:06	2890	15209	1.9317922011939541
12-2:10	4983	12-1:16	7002	22874	1.908552357113058
12-2:10	4983	12-1:13	6733	21918	1.8707750085353363
12-2:10	4983	12-1:06	4275	17127	1.8499675955930006
12-2:10	4983	12-2:21	3744	15903	1.8222756961155036
12-2:10	4983	12-1:08	4584	15434	1.6132538935925578
12-2:10	4983	12-1:17	6181	17651	1.5810641347187389
12-2:10	4983	12-1:20	4112	14061	1.5460142935678944
12-2:10	4983	12-1:12	3777	11809	1.3480593607305935
12-2:10	4983	12-1:07	3883	11625	1.3111888111888113
12-1:11	6884	12-1:05	7356	68457	4.807373595505618
12-1:11	6884	12-1:16	7002	66420	4.783234912861875
